name,year,individual,teamwork,skill potential,pressure handling,game initiative,survivor,racing,ffa,main server,living continent,personality influence,title
Halowarman,2012,8,8,7,7,8,8,7,9,E1,NA,7,The Ultimate Challenger
Ikkiryu,2012,8,7,7,9,9,9,7,8,E1,NA,7
Ikkiryu,2012,8,8,8,9,9,10,7,8,E1,NA,7,Fight Tournament Finalist
Sexal,2017,7,7,7,7,6,6,7,7,E2,NA,8
Sexal,2017,7,9,7,8,7,6,7,7,E2,NA,8,Team Overtime
Kristmasx,2015,6,7,8,5,7,5,7,6,E2,NA,7
Kristmasx,2017,7,7,7,7,7,6,8,7,E2,NA,5
Sinopia,2012,8,8,7,8,8,10,8,8,E2,NA,7
Coolgreen,2013,8,7,7,8,8,8,9,8,E1,NA,7
Coolgreen,2017,8,7,6,9,10,8,9,8,E2,NA,5
Coolgreen,2020,10,8,8,8,10,9,9,9,E2,NA,6
Coolgreen,2020,10,8,9,8,10,10,10,9,E2,NA,6,God Mode
Casualwolf,2015,7,10,8,7,7,8,7,8,E1,NA,6
Casualwolf,2015,7,10,8,10,8,8,7,10,E1,NA,6,The Ultimate Challenger
Jesterfools,2015,6,8,7,8,8,7,8,7,E2,NA,7
Jesterfools,2015,7,10,7,8,8,7,9,8,E2,NA,7,God Mode
Lugiman,2014,6,7,6,8,7,7,6,8,E2,NA,7
Aldekilla,2012,8,6,6,6,8,7,8,7,E1,NA,6
Brohammer,2012,7,7,7,7,7,8,8,7,E1,NA,8
Brohammer,2014,6,5,6,8,6,6,7,6,E1,NA,6
Meghannnn,2012,7,8,7,7,7,8,7,7,E1,NA,7
Meghannnn,2017,6,7,6,7,7,8,6,7,E2,NA,6
Roneillcows,2012,3,6,4,7,5,5,4,5,E1,NA,2
Makokun,2012,4,5,5,6,5,5,4,4,E1,NA,3
Micemory,2012,8,7,7,7,9,9,7,7,E1,EU,8
Micemory,2012,8,8,8,7,10,9,8,7,E1,EU,8,The Ultimate Challenger
Garmelio,2012,7,7,8,6,7,8,8,7,E1,NA,7
Garmelio,2012,7,7,8,7,8,9,8,7,E1,NA,7,The Ultimate Challenger
Akiras,2012,7,7,7,8,8,9,8,9,E1,EU,9
Petyrbaeliss,2014,8,6,6,7,8,7,9,7,E2,NA,10
Druidshell,2012,6,6,6,6,5,7,6,5,E1,NA,7
Druidshell,2012,7,6,7,7,6,7,7,5,E1,NA,7,Tribe Warring
Captepic,2013,7,8,7,8,7,7,7,6,E1,NA,6
Jooordan,2012,7,4,6,8,7,8,7,7,E1,EU,10
Rarerere,2015,6,6,7,7,7,8,6,7,E2,EU,5
Rarerere,2017,6,7,7,8,7,9,6,7,E2,EU,5
Rarerere,2017,7,7,8,8,7,9,6,8,E2,EU,7,In Form
Biellinduu,2012,5,6,6,6,7,6,7,5,BR,LA,6
Biellinduu,2014,7,7,6,6,7,7,8,6,E2,LA,6
Biellinduu,2018,7,6,8,6,6,7,7,6,E2,LA,8
Ninjatobi,2017,6,7,7,7,6,6,6,6,E2,NA,5
Bigbanado,2016,7,6,7,8,7,8,8,8,BR,LA,5
Iandme,2016,8,8,7,8,8,10,8,8,E2,AS,6
Glitterpelt,2013,7,7,7,7,8,7,7,7,E2,NA,6
Glitterpelt,2016,7,8,8,7,7,6,8,7,E2,NA,5
Karinite,2014,6,7,8,4,6,5,6,7,E2,NA,8
Xfireangel,2012,7,6,8,6,8,8,6,7,E1,NA,5
Xfireangel,2016,7,7,7,7,7,7,6,6,E1,NA,7
Lightgriffon,2012,5,5,7,4,5,6,5,6,E1,NA,8
Lightgriffon,2015,7,7,7,6,7,7,7,8,E1,NA,7
Lightgriffon,2015,7,9,9,6,7,7,7,8,E1,NA,7,The Ultimate Challenger
Farahsleiman,2014,7,7,7,8,7,10,8,7,E2,AS,7
Anttya,2014,7,8,8,7,6,7,7,8,E2,NA,4
Cutecuddles,2015,6,6,7,5,6,5,6,7,E2,NA,7
Smoothypeng,2012,7,6,7,7,7,9,8,7,E1,AF,8
Smoothypeng,2016,6,7,5,7,7,8,6,6,E2,AF,6
Tomosy,2014,6,5,7,6,6,8,6,6,E2,NA,8
Starpassion,2012,5,6,7,6,6,5,5,5,E1,NA,7
Starpassion,2015,6,7,6,7,7,6,6,6,E2,NA,6
Asnakerehind,2012,7,7,6,6,8,7,8,8,E1,NA,7
Tomaha,2012,6,7,6,6,7,7,6,7,E1,NA,5
Tomaha,2017,7,8,7,8,8,9,7,9,E2,NA,7
Skyhurri,2012,6,4,8,6,7,8,6,6,E1,EU,10
Candomfree,2015,6,6,6,4,7,7,6,6,E2,NA,10
Candomfree,2015,8,6,8,6,8,7,8,7,E2,NA,9,The Ultimate Challenger
Snowdragonf,2014,7,7,6,8,6,7,8,7,E2,NA,5
Nikuiku,2016,5,5,6,6,5,5,5,6,E2,NA,6
Synthmarie,2012,6,7,5,8,6,5,6,6,E1,NA,6
Kumitso,2015,5,8,6,7,6,6,5,6,E2,NA,3
Abcdrocks,2015,6,7,6,6,6,6,6,6,E2,EU,7
Tobigirl,2015,6,8,7,7,6,6,6,7,E2,NA,4
Cninja,2012,7,7,8,5,7,7,8,7,E1,NA,7
Cninja,2015,7,7,7,7,8,7,9,8,E2,NA,6
Cninja,2015,7,7,7,8,8,7,10,8,E2,NA,7,In Form
Triggeredsjw,2016,6,6,7,7,6,6,5,6,E2,NA,6
Kaoruko,2016,6,6,5,7,5,5,5,6,E2,NA,4
Alikiah,2015,6,7,7,7,6,6,6,7,E2,NA,4
Sitrius,2017,7,7,6,5,4,8,6,6,E2,EU,5
Sitrius,2018,7,8,7,7,6,8,6,7,E2,EU,4
Victyne,2017,8,7,7,8,8,8,7,8,BR,LA,6
Frenklimeka,2017,8,7,7,7,8,8,8,8,E2,EU,6
Neostrong,2017,6,8,7,7,6,6,7,7,E1,NA,6
Ptdawesome,2017,8,7,7,8,8,7,7,8,E2,NA,8
Ptdawesome,2017,8,8,10,8,8,10,8,9,E2,NA,8,God Mode
Mizzmomox,2012,7,8,6,10,6,7,7,6,E1,NA,8
Clokelly,2012,7,7,7,5,6,7,7,7,E1,NA,6
Queenisy,2012,5,7,6,6,6,5,5,6,E1,NA,4
Bechia,2012,6,6,7,7,6,7,6,6,E1,NA,7
Peepstar,2013,7,7,7,7,8,9,9,7,E1,NA,9
Erikiluka,2013,7,6,7,7,7,6,7,7,BR,LA,7
Soupbot,2012,1,1,1,1,1,1,1,1,E1,NA,10
Dkao,2013,8,7,7,8,9,7,10,6,E2,EU,7
Vanillabunni,2012,7,6,6,5,6,7,6,7,E1,EU,8
Chellycx,2015,7,8,6,8,8,7,9,7,E2,EU,5
Spirtdog,2012,8,8,7,6,8,7,8,7,E1,NA,6
Mesograt,2012,7,8,6,7,7,7,7,7,E1,NA,6
Absolbr,2017,4,5,4,3,6,6,4,5,BR,EU,7
Dman,2020,0,0,1,6,0,0,2,0,E1,EU,10
Stecke,2018,8,7,8,6,7,7,7,8,E2,NA,6
Hateshorror,2019,5,6,7,6,7,6,7,6,E2,NA,9
Pikajuhh,2019,7,7,7,8,6,6,6,7,E2,LA,4
Zumbapanda,2020,5,5,7,6,4,6,4,5,E2,NA,3
